subject,task_type,octave,ioi,subj_accuracy,subj_perc_resp_early,accuracy,perc_resp_early,subj_hit_rate,subj_fa_rate,hit_rate,fa_rate,subj_dprime,subj_C,dprime,C
41,1,7,400,0.8020833333333334,0.6493055555555556,0.8541666666666666,0.6041666666666666,0.6517241379310345,0.05172413793103448,0.74,0.06,2.018340881949889,0.6191909657419623,2.1981189999897706,0.45571409460196827
41,1,7,600,0.8020833333333334,0.6493055555555556,0.8333333333333334,0.5,0.6517241379310345,0.05172413793103448,0.82,0.18,2.018340881949889,0.6191909657419623,1.8307301756856278,1.1102230246251565e-16
43,1,3,400,0.8159722222222222,0.6006944444444444,0.8125,0.6875,0.7137931034482758,0.08620689655172414,0.62,0.02,1.92898890551053,0.39999429541506343,2.3592296987312205,0.8741340612662127
43,1,3,600,0.8159722222222222,0.6006944444444444,0.8333333333333334,0.625,0.7137931034482758,0.08620689655172414,0.7,0.06,1.92898890551053,0.39999429541506343,2.079174107304894,0.5151865409444064
43,1,5,400,0.8159722222222222,0.6006944444444444,0.7708333333333334,0.6458333333333334,0.7137931034482758,0.08620689655172414,0.62,0.1,1.92898890551053,0.39999429541506343,1.5870323536439979,0.4880353887226015
43,1,5,600,0.8159722222222222,0.6006944444444444,0.8333333333333334,0.5833333333333334,0.7137931034482758,0.08620689655172414,0.74,0.1,1.92898890551053,0.39999429541506343,1.9248969709375174,0.3191030800758417
43,1,7,400,0.8159722222222222,0.6006944444444444,0.8958333333333334,0.4791666666666667,0.7137931034482758,0.08620689655172414,0.9,0.14,1.92898890551053,0.39999429541506343,2.361870906359556,-0.10061611236482226
43,1,7,600,0.8159722222222222,0.6006944444444444,0.75,0.5833333333333334,0.7137931034482758,0.08620689655172414,0.66,0.18,1.92898890551053,0.39999429541506343,1.3278282172842188,0.2514509792007045
56,1,3,400,0.5763888888888888,0.4722222222222222,0.4375,0.4791666666666667,0.603448275862069,0.4517241379310345,0.46,0.58,0.38358926024517775,-0.07048813526903289,-0.3023271996533205,-0.0507298793151905
56,1,3,600,0.5763888888888888,0.4722222222222222,0.6458333333333334,0.3958333333333333,0.603448275862069,0.4517241379310345,0.74,0.46,0.38358926024517775,-0.07048813526903289,0.7437791259043867,-0.2714558424407236
56,1,5,400,0.5763888888888888,0.4722222222222222,0.6041666666666666,0.4791666666666667,0.603448275862069,0.4517241379310345,0.62,0.42,0.38358926024517775,-0.07048813526903289,0.5073742672412482,-0.05179365447877325
56,1,5,600,0.5763888888888888,0.4722222222222222,0.5625,0.4791666666666667,0.603448275862069,0.4517241379310345,0.58,0.46,0.38358926024517775,-0.07048813526903289,0.3023271996533205,-0.0507298793151905
56,1,7,400,0.5763888888888888,0.4722222222222222,0.625,0.5,0.603448275862069,0.4517241379310345,0.62,0.38,0.38358926024517775,-0.07048813526903289,0.6109615761987948,-0.0
56,1,7,600,0.5763888888888888,0.4722222222222222,0.5833333333333334,0.5,0.603448275862069,0.4517241379310345,0.58,0.42,0.38358926024517775,-0.07048813526903289,0.4037869582837016,6.938893903907228e-17
58,1,3,400,0.5,0.375,0.5208333333333334,0.7708333333333334,0.6241379310344828,0.6241379310344828,0.26,0.22,0.0,-0.31636676789705076,0.12884780879576785,0.7077693097908009
58,1,3,600,0.5,0.375,0.5,0.9166666666666666,0.6241379310344828,0.6241379310344828,0.1,0.1,0.0,-0.31636676789705076,0.0,1.2815515655446004
58,1,5,400,0.5,0.375,0.4791666666666667,0.1875,0.6241379310344828,0.6241379310344828,0.78,0.82,0.0,-0.31636676789705076,-0.14317187365412898,-0.8437791510157493
58,1,5,600,0.5,0.375,0.4791666666666667,0.22916666666666666,0.6241379310344828,0.6241379310344828,0.74,0.78,0.0,-0.31636676789705076,-0.12884780879576785,-0.7077693097908009
58,1,7,400,0.5,0.375,0.5,0.041666666666666664,0.6241379310344828,0.6241379310344828,0.94,0.94,0.0,-0.31636676789705076,0.0,-1.5547735945968535
58,1,7,600,0.5,0.375,0.5208333333333334,0.10416666666666667,0.6241379310344828,0.6241379310344828,0.9,0.86,0.0,-0.31636676789705076,0.20123222472964453,-1.180935453179778
61,0,3,400,0.5104166666666666,0.5520833333333334,0.5208333333333334,0.7291666666666666,0.4586206896551724,0.4379310344827586,0.3,0.26,0.05230764980993914,0.13006305864834847,0.11894489268487607,0.583872959050479
61,0,3,600,0.5104166666666666,0.5520833333333334,0.5416666666666666,0.4583333333333333,0.4586206896551724,0.4379310344827586,0.58,0.5,0.05230764980993914,0.13006305864834847,0.20189347914185074,-0.10094673957092537
61,0,5,400,0.5104166666666666,0.5520833333333334,0.5208333333333334,0.5625,0.4586206896551724,0.4379310344827586,0.46,0.42,0.05230764980993914,0.13006305864834847,0.10145975863038113,0.1511635998266603
61,0,5,600,0.5104166666666666,0.5520833333333334,0.4583333333333333,0.4166666666666667,0.4586206896551724,0.4379310344827586,0.54,0.62,0.05230764980993914,0.13006305864834847,-0.2050470675879275,-0.20295725430543363
61,0,7,400,0.5104166666666666,0.5520833333333334,0.5416666666666666,0.625,0.4586206896551724,0.4379310344827586,0.42,0.34,0.05230764980993914,0.13006305864834847,0.21056965029955385,0.3071783042916278
61,0,7,600,0.5104166666666666,0.5520833333333334,0.4791666666666667,0.5208333333333334,0.4586206896551724,0.4379310344827586,0.46,0.5,0.05230764980993914,0.13006305864834847,-0.10043372051146975,0.05021686025573487
60,0,3,400,0.5034722222222222,0.4965277777777778,0.5,0.7083333333333334,0.506896551724138,0.5,0.3,0.3,0.017287952661839023,-0.008643976330919512,0.0,0.5244005127080409
60,0,3,600,0.5034722222222222,0.4965277777777778,0.5208333333333334,0.2708333333333333,0.506896551724138,0.5,0.74,0.7,0.017287952661839023,-0.008643976330919512,0.11894489268487629,-0.5838729590504788
60,0,5,400,0.5034722222222222,0.4965277777777778,0.5,0.75,0.506896551724138,0.5,0.26,0.26,0.017287952661839023,-0.008643976330919512,0.0,0.643345405392917
60,0,5,600,0.5034722222222222,0.4965277777777778,0.4791666666666667,0.3541666666666667,0.506896551724138,0.5,0.62,0.66,0.017287952661839023,-0.008643976330919512,-0.10698234134200757,-0.35897195877040117
60,0,7,400,0.5034722222222222,0.4965277777777778,0.5416666666666666,0.6666666666666666,0.506896551724138,0.5,0.38,0.3,0.017287952661839023,-0.008643976330919512,0.2189197246086435,0.41494065040371914
60,0,7,600,0.5034722222222222,0.4965277777777778,0.4791666666666667,0.22916666666666666,0.506896551724138,0.5,0.74,0.78,0.017287952661839023,-0.008643976330919512,-0.12884780879576785,-0.7077693097908009
63,0,3,400,0.6111111111111112,0.4375,0.625,0.625,0.6724137931034483,0.4517241379310345,0.5,0.26,0.5678946993597349,-0.1626408548263115,0.643345405392917,0.3216727026964585
63,0,3,600,0.6111111111111112,0.4375,0.75,0.2916666666666667,0.6724137931034483,0.4517241379310345,0.94,0.46,0.5678946993597349,-0.1626408548263115,1.6552073151083233,-0.7271699370426918
63,0,5,400,0.6111111111111112,0.4375,0.5,0.5416666666666666,0.6724137931034483,0.4517241379310345,0.46,0.46,0.5678946993597349,-0.1626408548263115,0.0,0.10043372051146975
63,0,5,600,0.6111111111111112,0.4375,0.625,0.2916666666666667,0.6724137931034483,0.4517241379310345,0.82,0.58,0.5678946993597349,-0.1626408548263115,0.713471608700963,-0.5586292834923323
63,0,7,400,0.6111111111111112,0.4375,0.5625,0.6041666666666666,0.6724137931034483,0.4517241379310345,0.46,0.34,0.5678946993597349,-0.1626408548263115,0.31202940892993497,0.2564484249764372
63,0,7,600,0.6111111111111112,0.4375,0.6041666666666666,0.2708333333333333,0.6724137931034483,0.4517241379310345,0.82,0.62,0.5678946993597349,-0.1626408548263115,0.6098842997434164,-0.6104229379711056
64,1,3,400,0.6423611111111112,0.6770833333333334,0.6875,0.6875,0.46551724137931033,0.18275862068965518,0.5,0.14,0.8183587566833843,0.4957227462567081,1.0803193408149558,0.5401596704074779
64,1,3,600,0.6423611111111112,0.6770833333333334,0.7916666666666666,0.625,0.46551724137931033,0.18275862068965518,0.66,0.1,0.8183587566833843,0.4957227462567081,1.6940146949860053,0.4345442180515977
64,1,5,400,0.6423611111111112,0.6770833333333334,0.4583333333333333,0.6666666666666666,0.46551724137931033,0.18275862068965518,0.3,0.38,0.8183587566833843,0.4957227462567081,-0.2189197246086435,0.41494065040371914
64,1,5,600,0.6423611111111112,0.6770833333333334,0.6458333333333334,0.5625,0.46551724137931033,0.18275862068965518,0.58,0.3,0.8183587566833843,0.4957227462567081,0.7262939918498916,0.16125351678309507
64,1,7,400,0.6423611111111112,0.6770833333333334,0.6041666666666666,0.7708333333333334,0.46551724137931033,0.18275862068965518,0.34,0.14,0.8183587566833843,0.4957227462567081,0.6678562113735511,0.7463912351281803
64,1,7,600,0.6423611111111112,0.6770833333333334,0.6666666666666666,0.75,0.46551724137931033,0.18275862068965518,0.42,0.1,0.8183587566833843,0.4957227462567081,1.0796580864027494,0.7417225223432257
65,0,3,400,0.5034722222222222,0.5659722222222222,0.4791666666666667,0.7708333333333334,0.4379310344827586,0.43103448275862066,0.22,0.26,0.017524178358454878,0.16497897273254547,-0.12884780879576785,0.7077693097908009
65,0,3,600,0.5034722222222222,0.5659722222222222,0.5208333333333334,0.3541666666666667,0.4379310344827586,0.43103448275862066,0.66,0.62,0.017524178358454878,0.16497897273254547,0.10698234134200757,-0.35897195877040117
65,0,5,400,0.5034722222222222,0.5659722222222222,0.5416666666666666,0.75,0.4379310344827586,0.43103448275862066,0.3,0.22,0.017524178358454878,0.16497897273254547,0.24779270148064392,0.6482968634483628
65,0,5,600,0.5034722222222222,0.5659722222222222,0.5,0.4166666666666667,0.4379310344827586,0.43103448275862066,0.58,0.58,0.017524178358454878,0.16497897273254547,0.0,-0.20189347914185074
65,0,7,400,0.5034722222222222,0.5659722222222222,0.5,0.75,0.4379310344827586,0.43103448275862066,0.26,0.26,0.017524178358454878,0.16497897273254547,0.0,0.643345405392917
65,0,7,600,0.5034722222222222,0.5659722222222222,0.4791666666666667,0.3541666666666667,0.4379310344827586,0.43103448275862066,0.62,0.66,0.017524178358454878,0.16497897273254547,-0.10698234134200757,-0.35897195877040117
47,0,3,400,0.5416666666666666,0.4027777777777778,0.4375,0.4791666666666667,0.6379310344827587,0.5551724137931034,0.46,0.58,0.21419343451276268,-0.24583726887053528,-0.3023271996533205,-0.0507298793151905
47,0,3,600,0.5416666666666666,0.4027777777777778,0.5,0.4166666666666667,0.6379310344827587,0.5551724137931034,0.58,0.58,0.21419343451276268,-0.24583726887053528,0.0,-0.20189347914185074
47,0,5,400,0.5416666666666666,0.4027777777777778,0.5833333333333334,0.4166666666666667,0.6379310344827587,0.5551724137931034,0.66,0.5,0.21419343451276268,-0.24583726887053528,0.41246312944140495,-0.20623156472070248
47,0,5,600,0.5416666666666666,0.4027777777777778,0.5208333333333334,0.4791666666666667,0.6379310344827587,0.5551724137931034,0.54,0.5,0.21419343451276268,-0.24583726887053528,0.10043372051146988,-0.05021686025573494
47,0,7,400,0.5416666666666666,0.4027777777777778,0.625,0.20833333333333334,0.6379310344827587,0.5551724137931034,0.9,0.66,0.21419343451276268,-0.24583726887053528,0.8690884361031954,-0.8470073474930027
47,0,7,600,0.5416666666666666,0.4027777777777778,0.5833333333333334,0.4166666666666667,0.6379310344827587,0.5551724137931034,0.66,0.5,0.21419343451276268,-0.24583726887053528,0.41246312944140495,-0.20623156472070248
100,1,3,400,0.5590277777777778,0.6701388888888888,0.5625,0.6041666666666666,0.3896551724137931,0.27241379310344827,0.46,0.34,0.3253110768744484,0.442873424802332,0.31202940892993497,0.2564484249764372
100,1,3,600,0.5590277777777778,0.6701388888888888,0.6041666666666666,0.6458333333333334,0.3896551724137931,0.27241379310344827,0.46,0.26,0.3253110768744484,0.442873424802332,0.5429116848814473,0.37188956295219333
100,1,5,400,0.5590277777777778,0.6701388888888888,0.5208333333333334,0.7708333333333334,0.3896551724137931,0.27241379310344827,0.26,0.22,0.3253110768744484,0.442873424802332,0.12884780879576785,0.7077693097908009
100,1,5,600,0.5590277777777778,0.6701388888888888,0.6458333333333334,0.5625,0.3896551724137931,0.27241379310344827,0.58,0.3,0.3253110768744484,0.442873424802332,0.7262939918498916,0.16125351678309507
100,1,7,400,0.5590277777777778,0.6701388888888888,0.5416666666666666,0.7083333333333334,0.3896551724137931,0.27241379310344827,0.34,0.26,0.3253110768744484,0.442873424802332,0.23088227595151223,0.5279042674171608
100,1,7,600,0.5590277777777778,0.6701388888888888,0.4791666666666667,0.7291666666666666,0.3896551724137931,0.27241379310344827,0.26,0.3,0.3253110768744484,0.442873424802332,-0.11894489268487607,0.583872959050479
98,0,3,400,0.6041666666666666,0.4027777777777778,0.6666666666666666,0.4583333333333333,0.7,0.49310344827586206,0.7,0.38,0.5416884653698797,-0.2535562800231008,0.829881300807438,-0.10945986230432164
98,0,3,600,0.6041666666666666,0.4027777777777778,0.625,0.375,0.7,0.49310344827586206,0.74,0.5,0.5416884653698797,-0.2535562800231008,0.643345405392917,-0.3216727026964585
98,0,5,400,0.6041666666666666,0.4027777777777778,0.6875,0.5208333333333334,0.7,0.49310344827586206,0.66,0.3,0.5416884653698797,-0.2535562800231008,0.9368636421494458,0.05596869163331797
98,0,5,600,0.6041666666666666,0.4027777777777778,0.5416666666666666,0.4166666666666667,0.7,0.49310344827586206,0.62,0.54,0.5416884653698797,-0.2535562800231008,0.2050470675879275,-0.20295725430543363
98,0,7,400,0.6041666666666666,0.4027777777777778,0.625,0.375,0.7,0.49310344827586206,0.74,0.5,0.5416884653698797,-0.2535562800231008,0.643345405392917,-0.3216727026964585
98,0,7,600,0.6041666666666666,0.4027777777777778,0.4791666666666667,0.2708333333333333,0.7,0.49310344827586206,0.7,0.74,0.5416884653698797,-0.2535562800231008,-0.11894489268487629,-0.5838729590504788
101,0,3,400,0.6875,0.4861111111111111,0.5833333333333334,0.3333333333333333,0.7,0.3275862068965517,0.74,0.58,0.9709887172142196,-0.038906154100930845,0.4414519262510662,-0.42261944226738385
101,0,3,600,0.6875,0.4861111111111111,0.6875,0.7708333333333334,0.7,0.3275862068965517,0.42,0.06,0.9709887172142196,-0.038906154100930845,1.3528801154550025,0.8783335368693522
101,0,5,400,0.6875,0.4861111111111111,0.6666666666666666,0.25,0.7,0.3275862068965517,0.9,0.58,0.9709887172142196,-0.038906154100930845,1.0796580864027496,-0.7417225223432256
101,0,5,600,0.6875,0.4861111111111111,0.7083333333333334,0.5833333333333334,0.7,0.3275862068965517,0.62,0.22,0.9709887172142196,-0.038906154100930845,1.0776740022880822,0.2333562130446437
101,0,7,400,0.6875,0.4861111111111111,0.6875,0.3958333333333333,0.7,0.3275862068965517,0.78,0.42,0.9709887172142196,-0.038906154100930845,0.9740866933305357,-0.285149867523417
101,0,7,600,0.6875,0.4861111111111111,0.7916666666666666,0.5833333333333334,0.7,0.3275862068965517,0.7,0.14,0.9709887172142196,-0.038906154100930845,1.6047198535229965,0.2779594140534576
102,1,3,400,0.7083333333333334,0.5416666666666666,0.7083333333333334,0.4166666666666667,0.6655172413793103,0.2517241379310345,0.78,0.38,1.0966422044618354,0.12075289554262725,1.0776740022880822,-0.2333562130446437
102,1,3,600,0.7083333333333334,0.5416666666666666,0.7291666666666666,0.4375,0.6655172413793103,0.2517241379310345,0.78,0.34,1.0966422044618354,0.12075289554262725,1.1846563436300896,-0.17986504237364004
102,1,5,400,0.7083333333333334,0.5416666666666666,0.6875,0.6458333333333334,0.6655172413793103,0.2517241379310345,0.54,0.18,1.0966422044618354,0.12075289554262725,1.015798808354284,0.40746568366567204
102,1,5,600,0.7083333333333334,0.5416666666666666,0.75,0.4583333333333333,0.6655172413793103,0.2517241379310345,0.78,0.3,1.0966422044618354,0.12075289554262725,1.2965937268967256,-0.12389635074032196
102,1,7,400,0.7083333333333334,0.5416666666666666,0.6458333333333334,0.8125,0.6655172413793103,0.2517241379310345,0.34,0.06,1.0966422044618354,0.12075289554262725,1.1423104651554488,0.9836183620191291
102,1,7,600,0.7083333333333334,0.5416666666666666,0.7291666666666666,0.4791666666666667,0.6655172413793103,0.2517241379310345,0.74,0.3,1.0966422044618354,0.12075289554262725,1.167745918100958,-0.059472446342438035
103,0,3,400,0.4756944444444444,0.46875,0.5625,0.4791666666666667,0.506896551724138,0.5551724137931034,0.58,0.46,-0.12145259895231492,-0.07801425213799648,0.3023271996533205,-0.0507298793151905
103,0,3,600,0.4756944444444444,0.46875,0.4583333333333333,0.4583333333333333,0.506896551724138,0.5551724137931034,0.5,0.58,-0.12145259895231492,-0.07801425213799648,-0.20189347914185074,-0.10094673957092537
103,0,5,400,0.4756944444444444,0.46875,0.4583333333333333,0.5416666666666666,0.506896551724138,0.5551724137931034,0.42,0.5,-0.12145259895231492,-0.07801425213799648,-0.20189347914185088,0.10094673957092544
103,0,5,600,0.4756944444444444,0.46875,0.5,0.4166666666666667,0.506896551724138,0.5551724137931034,0.58,0.58,-0.12145259895231492,-0.07801425213799648,0.0,-0.20189347914185074
103,0,7,400,0.4756944444444444,0.46875,0.3541666666666667,0.3541666666666667,0.506896551724138,0.5551724137931034,0.5,0.78,-0.12145259895231492,-0.07801425213799648,-0.7721932141886848,-0.3860966070943424
103,0,7,600,0.4756944444444444,0.46875,0.5208333333333334,0.5625,0.506896551724138,0.5551724137931034,0.46,0.42,-0.12145259895231492,-0.07801425213799648,0.10145975863038113,0.1511635998266603
105,1,3,400,0.6666666666666666,0.5069444444444444,0.7083333333333334,0.5416666666666666,0.6586206896551724,0.3275862068965517,0.66,0.26,0.8552898573311917,0.01894327584058314,1.055808534834322,0.115441137975756
105,1,3,600,0.6666666666666666,0.5069444444444444,0.6875,0.4375,0.6586206896551724,0.3275862068965517,0.74,0.38,0.8552898573311917,0.01894327584058314,0.9488261934923143,-0.1689323086467598
105,1,5,400,0.6666666666666666,0.5069444444444444,0.5625,0.5625,0.6586206896551724,0.3275862068965517,0.5,0.38,0.8552898573311917,0.01894327584058314,0.3054807880993974,0.1527403940496987
105,1,5,600,0.6666666666666666,0.5069444444444444,0.625,0.5,0.6586206896551724,0.3275862068965517,0.62,0.38,0.8552898573311917,0.01894327584058314,0.6109615761987948,-0.0
105,1,7,400,0.6666666666666666,0.5069444444444444,0.6875,0.4791666666666667,0.6586206896551724,0.3275862068965517,0.7,0.34,0.8552898573311917,0.01894327584058314,0.9368636421494454,-0.05596869163331797
105,1,7,600,0.6666666666666666,0.5069444444444444,0.7291666666666666,0.5208333333333334,0.6586206896551724,0.3275862068965517,0.7,0.26,0.8552898573311917,0.01894327584058314,1.1677459181009575,0.059472446342438146
104,0,3,400,0.5069444444444444,0.4236111111111111,0.5208333333333334,0.5208333333333334,0.5827586206896552,0.5689655172413793,0.5,0.46,0.03521471857292857,-0.1913484211982372,0.10043372051146975,0.05021686025573487
104,0,3,600,0.5069444444444444,0.4236111111111111,0.5,0.4166666666666667,0.5827586206896552,0.5689655172413793,0.58,0.58,0.03521471857292857,-0.1913484211982372,0.0,-0.20189347914185074
104,0,5,400,0.5069444444444444,0.4236111111111111,0.4583333333333333,0.4583333333333333,0.5827586206896552,0.5689655172413793,0.5,0.58,0.03521471857292857,-0.1913484211982372,-0.20189347914185074,-0.10094673957092537
104,0,5,600,0.5069444444444444,0.4236111111111111,0.6041666666666666,0.3541666666666667,0.5827586206896552,0.5689655172413793,0.74,0.54,0.03521471857292857,-0.1913484211982372,0.542911684881447,-0.37188956295219344
104,0,7,400,0.5069444444444444,0.4236111111111111,0.5,0.375,0.5827586206896552,0.5689655172413793,0.62,0.62,0.03521471857292857,-0.1913484211982372,0.0,-0.3054807880993974
104,0,7,600,0.5069444444444444,0.4236111111111111,0.4583333333333333,0.4166666666666667,0.5827586206896552,0.5689655172413793,0.54,0.62,0.03521471857292857,-0.1913484211982372,-0.2050470675879275,-0.20295725430543363
107,0,3,400,0.6701388888888888,0.4131944444444444,0.6875,0.3541666666666667,0.7551724137931034,0.41724137931034483,0.82,0.46,0.8998131598912412,-0.2409507994609193,1.0157988083542835,-0.40746568366567204
107,0,3,600,0.6701388888888888,0.4131944444444444,0.6666666666666666,0.4583333333333333,0.7551724137931034,0.41724137931034483,0.7,0.38,0.8998131598912412,-0.2409507994609193,0.829881300807438,-0.10945986230432164
107,0,5,400,0.6701388888888888,0.4131944444444444,0.7083333333333334,0.5416666666666666,0.7551724137931034,0.41724137931034483,0.66,0.26,0.8998131598912412,-0.2409507994609193,1.055808534834322,0.115441137975756
107,0,5,600,0.6701388888888888,0.4131944444444444,0.625,0.4166666666666667,0.7551724137931034,0.41724137931034483,0.7,0.46,0.8998131598912412,-0.2409507994609193,0.6248342332195104,-0.21198339609828545
107,0,7,400,0.6701388888888888,0.4131944444444444,0.6458333333333334,0.2708333333333333,0.7551724137931034,0.41724137931034483,0.86,0.58,0.8998131598912412,-0.2409507994609193,0.8784258616731051,-0.6411064099784033
107,0,7,600,0.6701388888888888,0.4131944444444444,0.6875,0.4375,0.7551724137931034,0.41724137931034483,0.74,0.38,0.8998131598912412,-0.2409507994609193,0.9488261934923143,-0.1689323086467598
